Identifier ,Schema Name/Title,Creator(s)/Curator(s),Maintenance organization,"Place: Publisher, date.",Summary / Abstract ,Format(s) ,Language,Physical Location,Online Location ,Earlier versions (editions) …,History of versioning:,Version Notes: ,Last Updated: ,Number of terms in system,Phenomena included,Disciplines included,Direct domains included,Related to: ,BARTOC Link,ICC Classification ,NARCIS Classification ,KOS Types Vocabulary
KOS.SSH.81,EAGLE Vocabulary - Decoration,"Umberto Forti; Silvia Orlandi; Claudio Prandoni; Raffaella Santucci; 
(Working Group 1 – GIS and Terminologies)","Europeana; 
Europeana network of Ancient Greek and Latin Epigraphy",n/a,n/a,n/a,n/a,n/a ,http://www.eagle-network.eu/resources/vocabularies/decor/,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,n/a ,http://bartoc.org/en/node/18523,n/a,n/a,Terminology
KOS.SSH.82,Europeana Fashion Vocabulary,"Koninklijke Musea voor Kunst en Geschiedenis; 
Nacha Van Steen","Koninklijke Musea voor Kunst en Geschiedenis;
Europeana ",n/a,Thesaurus for fashion and fashion-related concepts in 10 languages based on the Art and Architecture Thesaurus (AAT),n/a,en; fr; de; nl; it; sr; sw; esp; pt; el ,n/a ,n/a ,n/a,0.1,Draft Version ,23/12/2012,n/a,Fashion; Fashion Objects; Clothing.,Fashion; Cultural Heritage.,Fashion ,AAT,http://bartoc.org/en/node/1819,"048-765;
048-94",D35000,Thesaurus
KOS.SSH.82.1,Europeana Fashion Vocabulary,"Koninklijke Musea voor Kunst en Geschiedenis; 
Nacha Van Steen","Koninklijke Musea voor Kunst en Geschiedenis;
Europeana ",n/a,Thesaurus for fashion and fashion-related concepts in 10 languages based on the Art and Architecture Thesaurus (AAT),JSON-LD; Online; PDF; RDF; SKOS; XML;  ,en; fr; de; nl; it; sr; sw; esp; pt; el ,n/a ,https://cordis.europa.eu/docs/projects/cnect/7/297167/080/deliverables/002-EuropeanaFashionDeliverable23EuropeanaFashionThesaurusv1.pdf,0.1,v1 (1.0) ,Final Version ,31/12/2012,n/a,Fashion; Fashion Objects; Clothing.,Fashion; Cultural Heritage.,Fashion ,AAT,http://bartoc.org/en/node/1819,"048-765;
048-94",D35000,Thesaurus
KOS.SSH.83,Faceted Application of Subject Terminology (FAST) ,"OCLC Research; 
Online Computer Library Center (OCLC)",OCLC Research,n/a ,"FAST subject headings were developed by adapting the Library of Congress Subject Headings (LCSH) with a simplified syntax, retaining the very rich vocabulary of LCSH while making the schema easier to understand, control, apply, and use.",MARC; MARCXML; Online; RDF; SKOS,en ,n/a ,http://fast.oclc.org/searchfast/,n/a,See version notes ,A table of recent changes can be found here.,4/12/2018,FAST consists of eight distinct facets.,Subject Terminology,"Knowledge Organisation; 
Library & Information Sciences ",n/a ,LCSH ,http://bartoc.org/en/node/707,048,D31000,Subject heading scheme
KOS.SSH.84,Glottolog Classification ,Harald Hammarström; Sebastian Bank; Robert Forkel; Martin Haspelmath,Max Planck Institute for Evolutionary Anthropology i,n/a,Glottolog is a bibliographic database of the world's lesser-known languages,Online ,en,n/a ,n/a ,n/a,n/a ,n/a ,n/a ,n/a ,Languages; Language Families ,n/a ,n/a ,n/a ,http://bartoc.org/en/node/1678,048-91 ,D36000,Classification scheme
KOS.SSH.84.1 ,Glottolog Classification ,Harald Hammarström; Sebastian Bank; Robert Forkel; Martin Haspelmath,Max Planck Institute for Evolutionary Anthropology i,n/a,Glottolog is a bibliographic database of the world's lesser-known languages,Online ,en,n/a ,https://github.com/clld/glottolog/releases,3,3.1,n/a ,n/a ,n/a ,Languages; Language Families ,n/a ,n/a ,n/a ,http://bartoc.org/en/node/1678,048-91 ,D36000,Classification scheme
KOS.SSH.84.2,Glottolog Classification ,Harald Hammarström; Sebastian Bank; Robert Forkel; Martin Haspelmath,Max Planck Institute for Evolutionary Anthropology i,n/a,Glottolog is a bibliographic database of the world's lesser-known languages,Online ,en,n/a ,http://glottolog.org,3.1,3.2,Current Version ,n/a ,"8,475 entries",Languages; Language Families ,n/a ,n/a ,n/a ,http://bartoc.org/en/node/1678,048-91 ,D36000,Classification scheme
KOS.SSH.85,Indiana Philosophy Ontology (InPho);,Colin Allen; Cameron Buckner; Mathias Niepert; Brent Kievit-Kylar; Jaimie Murdock; Jun Otsuka; Robert Rose; Alex Frost; Jesse Squires; Jessie Pusateri.,"Indiana University; 
National Endowment of the Humanities, Office of Digital Humanities. ",n/a,"Indiana Philosophy Ontology Project (InPhO /ˈɪnfoʊ/) is a project of Indiana University's Cognitive Science Program funded by a grant from the National Endowment for the Humanities. It is an attempt to create a model of the discipline of philosophy as an online resource. The website makes it possible to search and navigate via relations among philosophical ideas, scholars and works.",HTML; JSON; Online; OWL; XML,en ,n/a,https://www.inphoproject.org,n/a,n/a,n/a ,n/a ,The InPhO analyzes over 37 million words of philosophical content. ,"Philosophical ideas, thinkers, and journals",Philosophy ,Philosophy; Digital Humanities ,n/a ,http://bartoc.org/en/node/724,038-97,D32000,"Ontology;
Taxonomy "
KOS.SSH.86,International Standard Industrial Classification of All Economic Activities (ISIC),United Nations. Statistical Division.,United Nations ,n/a,The International Standard Industrial Classification of All Economic Activities (ISIC) is the international reference classification of productive activities. Its main purpose is to provide a set of activity categories that can be utilized for the collection and reporting of statistics according to such activities.,n/a ,n/a ,n/a,n/a ,n/a ,1st Edition 1948 ,n/a ,n/a ,n/a ,Economic Activities,Economics ,Economics ,n/a ,http://bartoc.org/en/node/239,048-57,D70000,Classification scheme
KOS.HSS.86.1 ,International Standard Industrial Classification of All Economic Activities (ISIC),United Nations. Statistical Division.,United Nations ,n/a,The International Standard Industrial Classification of All Economic Activities (ISIC) is the international reference classification of productive activities. Its main purpose is to provide a set of activity categories that can be utilized for the collection and reporting of statistics according to such activities.,n/a ,n/a ,n/a,n/a ,1st Edition 1948 ,Rev.1 ,n/a ,n/a ,n/a ,Economic Activities,Economics ,Economics ,n/a ,,,,
KOS.HSS.86.2,International Standard Industrial Classification of All Economic Activities (ISIC),United Nations. Statistical Division.,United Nations ,n/a,The International Standard Industrial Classification of All Economic Activities (ISIC) is the international reference classification of productive activities. Its main purpose is to provide a set of activity categories that can be utilized for the collection and reporting of statistics according to such activities.,n/a ,n/a ,n/a,n/a ,Rev.1 ,Rev.2 ,n/a ,n/a ,n/a ,Economic Activities,Economics ,Economics ,n/a ,http://bartoc.org/en/node/239,,,Classification scheme
KOS.HSS.86.3,International Standard Industrial Classification of All Economic Activities (ISIC),United Nations. Statistical Division.,United Nations ,"New York : United Nations, ©2004.",The International Standard Industrial Classification of All Economic Activities (ISIC) is the international reference classification of productive activities. Its main purpose is to provide a set of activity categories that can be utilized for the collection and reporting of statistics according to such activities.,n/a ,en; zh; ar; fr; ru; esp;,n/a,n/a ,Rev.2 ,Rev.3 ,n/a ,n/a ,n/a ,Economic Activities,Economics ,Economics ,n/a ,http://bartoc.org/en/node/239,,,Classification scheme
KOS.SSH.86.4,International Standard Industrial Classification of All Economic Activities (ISIC),United Nations. Statistical Division.,United Nations ,"New York : United Nations, ©2008.",The International Standard Industrial Classification of All Economic Activities (ISIC) is the international reference classification of productive activities. Its main purpose is to provide a set of activity categories that can be utilized for the collection and reporting of statistics according to such activities.,MS Access; Online; PDF; Printed; TXT,en; zh; ar; fr; ru; esp; jp ,KOS.HSS.86!A1:A7,https://unstats.un.org/unsd/cr/registry/isic-4.asp,Rev.3 ,Rev.4 ,"As of this release, all previous draft versions become obsolete.",11 August 2008.,n/a ,Economic Activities,Economics ,Economics ,n/a ,http://bartoc.org/en/node/239,048-57,D70000,Classification scheme
KOS.SSH.87,National Occupational Classification,"Employment and Social Development Canada (ESDC);
Government of Canada","Employment and Social Development Canada (ESDC);
Government of Canada",n/a,We use the National Occupational Classification (NOC) system to classify jobs (occupations).,CD-ROM; Floppy Disc; HTML; Online; PDF; Printed,en; fr; ,n/a ,https://www.canada.ca/en/immigration-refugees-citizenship/services/immigrate-canada/express-entry/become-candidate/eligibility/find-national-occupation-code.html,n/a,n/a,n/a ,Date modified: 2018-05-03,n/a,Jobs; job duties; work a person does.,n/a ,n/a ,n/a ,http://bartoc.org/en/node/540,048-57,D70100,Classification scheme
KOS.SSH.88,Nomisma,"The project is steered by a committee currently consisting of: 
Rahel Ackermann, Florence Codine, Karsten Dahmen, Frédérique Duyrat, Ethan Gruber, Sebastian Heath, Jerome Mairat, Andrew Meadows, Ulrike Peter, Karsten Tolle, David Wigg-Wolf,",n/a,n/a ,Nomisma.org is a collaborative project to provide stable digital representations of numismatic concepts according to the principles of Linked Open Data.,JSON-LD; KML; Online; RDF; Turtle; XML,en,n/a,http://nomisma.org,n/a,n/a,n/a ,n/a ,n/a,Terms relating to or consisting of coins or medals.,n/a ,n/a ,n/a ,http://bartoc.org/en/node/1822,036-64,n/a ,"Glossary;
Name authority file;
Ontology"
KOS.SSH.89,"Polytematický strukturovaný heslář;
Polythematic Structured Subject Heading System (PSH)",n/a,"National Library of Technology (NTK); 
Czech Republic ",n/a,Polythematic Structured Subject Heading System (PSH) is a bilingual Czech–English controlled vocabulary of subject headings which is used for organizing and searching the documents by subject.,Online; RDF; SKOS ,en; cs; ,n/a ,https://psh.techlib.cz/skos/en,n/a,Version 4.0 ,Current Version ,n/a ,PSH contains over 13 900 subject headings in its latest version PSH 4.0 and is divided into 44 thematic sections which cover the main fields of human knowledge.,Subject Heading; Thematic Section Terms related to the main fields of human knowledge. ,n/a ,n/a ,n/a ,http://bartoc.org/en/node/29,048,D31000,Subject heading scheme
KOS.SSH.90,"Regensburger Verbundklassifikation (RVK);
Regensburg Classification",University of Regensburg Library,University of Regensburg Library,"Regensburg : Univ.-Bibliothek, 1996.",The Regensburger Verbundklassifikation (RVK) is a classification scheme for academic libraries.,Online; PDF; Printed ,en; de; it ,n/a,https://rvk.uni-regensburg.de,n/a,"In the 1960s the University of Regensburg Library developed the RVK as an in-house classification scheme for its own extensive holdings on the open shelves. Since then the RVK evolved step by step into a classification which is currently developed cooperatively by a network of 130 academic libraries and institutions in Germany, Austria, Italy and Switzerland.",n/a ,n/a ,n/a ,The University of Regensburg Library maintains the RVK as a tool for the organization of knowledge with regard to its technical and organisational requirements.,n/a ,n/a ,n/a ,http://bartoc.org/en/node/533,048-99,D31000,Classification scheme
KOS.SSH.91,Standard Occupational Classification System (SOC) ,"Office of Employment and Unemployment Statistics, Occupational Employment Statistics","Office of Employment and Unemployment Statistics, Occupational Employment Statistics","Washington, DC : U.S. Dept. of Labor, Bureau of Labor Statistics","The Standard Occupational Classification (SOC) system is used by Federal statistical agencies to classify workers into occupational categories for the purpose of collecting, calculating, or disseminating data. ",HTML; Online; PDF; Printed; XLS,en; esp,n/a,n/a ,n/a,n/a,n/a ,2010,All workers are classified into one of 840 detailed occupations according to their occupational definition.,Jobs; job duties; work a person does.,n/a ,n/a ,n/a ,http://bartoc.org/en/node/534,048-57,D70100,Classification scheme
KOS.SSH.91.1,Standard Occupational Classification System (SOC) ,"Office of Employment and Unemployment Statistics, Occupational Employment Statistics","Office of Employment and Unemployment Statistics, Occupational Employment Statistics","Washington, DC : U.S. Dept. of Labor, Bureau of Labor Statistics","The Standard Occupational Classification (SOC) system is used by Federal statistical agencies to classify workers into occupational categories for the purpose of collecting, calculating, or disseminating data. ",HTML; Online; PDF; XLS,en; esp ,n/a,https://www.bls.gov/soc/2018/#materials,n/a,Possibly yearly ,n/a ,SOC 2018 ,All workers are classified into one of 867 detailed occupations according to their occupational definition.,Jobs; job duties; work a person does.,n/a ,n/a ,n/a ,http://bartoc.org/en/node/534,048-57,D70100,Classification scheme
